,Names,Comments,Dates,IDFather,IDChild,Likes
0,shane_thomas_scholefield,@benjamindonhardtofficial ğŸ¤£ğŸ¤£,9 sem,-1,-1,Responder
1,benjamindonhardtofficial,@shane_thomas_scholefield ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,9 sem,0,0,Responder
2,layssaandressaa,@marcos_orion2019 atrasada no trabalho ğŸ˜‚ğŸ˜‚ğŸ˜‚,8 sem,-1,-1,Responder
3,karenhigdon29,@evafgarcia_ o interior do meu eh esse,6 sem,-1,-1,Responder
4,mina.tandis,ğŸ˜®ğŸ˜‚,6 sem,-1,-1,Responder
5,arthurguerra72,@andrewthomasus I know a guy,6 sem,-1,-1,Responder
6,andrewthomasus,@arthurguerra72 i canâ€™t help it ğŸš€ she flies,6 sem,5,0,Responder
7,enlivedufer,#enlivedufer ğŸ¥ğŸš˜,4 sem,-1,-1,Responder
8,unapologetically_tayla,@c_williams48,4 sem,-1,-1,1 Me gusta
9,9eglence1,@jkalachian,3 sem,-1,-1,Responder
10,jkalachian,@9eglence1 funny,3 sem,9,0,Responder
11,vi_ttorio,@lida.b79 ğŸ˜‹,2 sem,-1,-1,Responder
12,kevinfriesen,@caitlinmymryk,2 sem,-1,-1,Responder
13,myprivatesppam,@dineseb,10 h,-1,-1,1 Me gusta
14,ahmaddiyatucker,Us soon @kimkardashian,4 h,-1,-1,1 Me gusta
15,altmax66,@will_jcb,23 sem,-1,-1,1 Me gusta
16,uzeifa.shair,@iliasse_mussa @muh_.786,23 sem,-1,-1,Responder
17,uzeifa.shair,@_zahra.sofia_,23 sem,-1,-1,Responder
18,tobias_frank_,@oliverisdigital :)),22 sem,-1,-1,Responder
19,steve.reznick,@emrez87,22 sem,-1,-1,1 Me gusta
20,emrez87,@steve.reznick ğŸ”¥ğŸ”¥for real though,22 sem,19,0,Responder
21,daniel_yousif2,@ajofn,22 sem,-1,-1,Responder
22,ajofn,@daniel_yousif2 ğŸ˜‚,22 sem,21,0,Responder
23,mate_bianchi,@luchichagas,22 sem,-1,-1,Responder
24,julianguttzeit,@thesupervincent,21 sem,-1,-1,Responder
25,motuharyanvi,hi,21 sem,-1,-1,Responder
26,mirweysahmadi,ÙˆØ§ÛŒ Ø®Ø¯Ø§ Ú†ÛŒ Ù…ÛŒØ´Ù‡ ÛŒÙ‡ Ø¯ÙˆÙ†Ù‡ Ø§Ø²ÛŒÙ†Ø§ Ø¯Ø§Ø´ØªÙ‡ Ø¨Ø§Ø´Ù…,19 sem,-1,-1,Responder
27,blowtokesmoke,@botanicalbookworm,19 sem,-1,-1,Responder
28,botanicalbookworm,@blowtokesmoke donâ€™t see this getting old everrrrrr ğŸ˜ğŸ,19 sem,27,0,Responder
29,sassyneneb,Haaa so me when my hubby is driving,19 sem,-1,-1,1 Me gusta
30,priyank777.official,Paid actorsğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,28 sem,-1,-1,Responder
31,zimuz,Preparati @90flowers,28 sem,-1,-1,1 Me gusta
32,giovanosso,@leonardousa,26 sem,-1,-1,Responder
33,leonardousa,@giovanosso ğŸ”¥ğŸ”¥ğŸ”¥,26 sem,32,0,Responder
34,kay_tamara,@suckerfreejoe I do this to you ğŸ¤£ğŸ¤£,26 sem,-1,-1,Responder
35,manuel_rsg,@fabio_kj9,26 sem,-1,-1,Responder
36,fabio_kj9,@manuel_rsg junge soooo gespannt man,26 sem,35,0,Responder
37,zookz88,@elmcfadyen,25 sem,-1,-1,Responder
38,elmcfadyen,@zookz88 gets me every time!!,25 sem,37,0,1 Me gusta
39,cars_and_cars.only,@sampadchaulia,25 sem,-1,-1,Responder
40,teamgreenesports,ğŸ™ŠğŸ™ˆğŸ™‰,24 sem,-1,-1,1 Me gusta
41,kry721,@nicole.f44,24 sem,-1,-1,Responder
42,nicolefreis,@kry721 I love it thoğŸ¤©,24 sem,41,0,Responder
43,djloso_official,ğŸ’¦,24 sem,-1,-1,Responder
44,lavell,@drjeffbarczak,24 sem,-1,-1,Responder
45,benmulchandani,@mason_rusk,24 sem,-1,-1,1 Me gusta
46,usc_srt8,@fit_affiliated,30 sem,-1,-1,Responder
47,fit_affiliated,@usc_srt8 lol tats gona be us haha ğŸ˜„,30 sem,46,0,1 Me gusta
48,usc_srt8,@fit_affiliated ğŸ”¥,30 sem,46,1,Responder
49,kolstadgbg,@therese.janerup.kolstad,29 sem,-1,-1,1 Me gusta
50,browndogg04,@__gingervitis_,29 sem,-1,-1,Responder
51,d_mack_13,@rhivnnon,29 sem,-1,-1,Responder
52,sangwoojeon,@encaraduckbae 5ë…„ë’¤ íƒœì›Œë“œë¦¼,29 sem,-1,-1,Responder
53,17duckbae,@flynn_jeon ì´ê²ƒì´ ìƒìš°ì˜ ë“œë¦¼ì¹´?,29 sem,52,0,Responder
54,osareme_ekhator,@katietyndalll,29 sem,-1,-1,Responder
55,katietyndalll,@osareme_ekhator lol glad Iâ€™m not alone,29 sem,54,0,1 Me gusta
56,kaatieemae,@leeek804 you do this in your charger when I used to ride in it with you. Especially under bridges or taking off from a toll,29 sem,-1,-1,Responder
57,jeremy3carter,@mamahutch2,29 sem,-1,-1,1 Me gusta
58,hkbat7619,@miabatiste_,29 sem,-1,-1,Responder
59,nembidzane,@lodrickmega_slime,28 sem,-1,-1,Responder
60,djdannydmusic,@shay_manshary,28 sem,-1,-1,1 Me gusta
61,jeremy3carter,@makadamianut_96,32 sem,-1,-1,2 Me gusta
62,jeremy3carter,@nathalyvvasquez,32 sem,-1,-1,Responder
63,pushkidsoffbikes_,@emilyghardy,32 sem,-1,-1,1 Me gusta
64,syboum,@manelbelha magicobus,32 sem,-1,-1,1 Me gusta
65,boss.2196,ğŸ‘ğŸ‘ğŸ‘ğŸ‘,31 sem,-1,-1,1 Me gusta
66,soren_feistel,FREAK FREAKY FREAKSHOW ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰ğŸ˜‰,31 sem,-1,-1,1 Me gusta
67,ericwjya,@ratnaawy hehe yuk beli tesla,31 sem,-1,-1,1 Me gusta
68,janika_overgaard,@julie_lundsteen @michellebjoerklund ğŸ˜‚ğŸ˜‚,31 sem,-1,-1,2 Me gusta
69,michellebjoerklund,@janika_overgaard hahaha det sÃ¥ vildt ğŸ˜‚ğŸ˜‚ğŸ˜‚,30 sem,68,0,1 Me gusta
70,jimbodie,@emmadayyay,30 sem,-1,-1,Responder
71,senator_blair,@mackaivr,30 sem,-1,-1,1 Me gusta
72,mackaivr,@senator_blair this triggering a memory of us just made me so happy,30 sem,71,0,Responder
73,marie_in_amsterdam,@pkbeijing,30 sem,-1,-1,Responder
74,muhammadnaumaniqbal,That's why im eagerly waiting for @teslamotors to come in Pakistan ğŸ‡µğŸ‡° ğŸ˜‚ğŸ”¥,30 sem,-1,-1,1 Me gusta
75,_hugomnt_,@lamigatina,30 sem,-1,-1,Responder
76,lamigatina,@_hugomnt_ ses cheveux aussi ğŸ˜‚,30 sem,75,0,Responder
77,kaylaxxsmith_,@tiffany_goldie she hates it ğŸ˜‚ğŸ˜‚ğŸ˜‚,35 sem,-1,-1,Responder
78,folshed,@kayla_smith7428 I have no clue what is going on,32 sem,77,0,Responder
79,kaylaxxsmith_,@folshed they are just driving fast ğŸ¤£,32 sem,77,1,1 Me gusta
80,aleksfitzgerald,@kayla_smith7428 something happened on the slopeğŸ¤”,30 sem,77,2,Responder
81,atlasfitnessclub_ct,"Wow ğŸ¤©

ğŸ’ªğŸ»ğŸ˜!",35 sem,-1,-1,Responder
82,gotdoughhhh_,@k.streeet,35 sem,-1,-1,1 Me gusta
83,k.streeet,@gotdoughhhh_ always tryna kill me,35 sem,82,0,Responder
84,tinanotfey,@preet829,35 sem,-1,-1,Responder
85,zen_health_fitness,"Use my referral link to receive 1,000 free Supercharger miles
https://ts.la/maksood52013",35 sem,-1,-1,Responder
86,vague_canvas,@smasonnn canâ€™t stop doing it,35 sem,-1,-1,1 Me gusta
87,smasonnn,@vague_canvas bro Fr and it ainâ€™t even da Dual Motor ğŸ˜³,35 sem,86,0,1 Me gusta
88,oklanden,@lenegjostein,34 sem,-1,-1,Responder
89,arobbins12,Haha @jeffsroger :),34 sem,-1,-1,Responder
90,jeremy3carter,@_lennonjane_,32 sem,-1,-1,Responder
91,jeremy3carter,@__sarahhhhhhhh,32 sem,-1,-1,Responder
92,jeremy3carter,@hannahcurtis01 @mattcurtis01,32 sem,-1,-1,1 Me gusta
93,losvegasoftime,#xtinağŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜ğŸ˜,45 sem,-1,-1,Responder
94,voxandoz,ğŸ”¥ğŸ”¥ğŸ”¥ğŸ”¥,44 sem,-1,-1,Responder
95,fernanda.escareno,Jajaja asi hago mi cara cuando aceleras ğŸ™Š @danielde.avila,42 sem,-1,-1,Responder
96,danielde.avila,@fernanda.escareno ğŸ¤™ğŸ¼ğŸ˜ asÃ­ mero maestra,42 sem,95,0,1 Me gusta
97,valemoxito,@vizzleforshizzle Orgi,42 sem,-1,-1,Responder
98,str8teneight,@itbehiten us ğŸ˜‚ğŸ˜‚ğŸ˜‚,42 sem,-1,-1,1 Me gusta
99,marlongallardo,@marlenarenae,42 sem,-1,-1,1 Me gusta
100,danyvalle12,Que les haga un tema @almightytgc,41 sem,-1,-1,Responder
101,singardeepakjaiswal,Love you,38 sem,-1,-1,Responder
102,_the_real_izzy,@ocampo_juanc,38 sem,-1,-1,Responder
103,siforov,ğŸ”¥ğŸ‘ğŸ’£,37 sem,-1,-1,Responder
104,leeon_mod3l,@paniagua_ambar21,37 sem,-1,-1,Responder
105,laurabfs,@felipe_moscatelly,36 sem,-1,-1,Responder
106,felipe_moscatelly,@laurabfs nÃ£o me convence,36 sem,105,0,Responder
107,felipe_moscatelly,Akkakaak,36 sem,-1,-1,1 Me gusta
108,barais_rian,@mccaverinha,52 sem,-1,-1,Responder
109,mayur__gupta,I found you here @radhika.wali,52 sem,-1,-1,Responder
110,jaxon_osaze7,@shad3zofgray ğŸ‘ŠğŸ¾â¤ï¸,51 sem,-1,-1,1 Me gusta
111,aleixabrado,@nataliacnbl,50 sem,-1,-1,1 Me gusta
112,nataliacnbl,@aleixabrado yaas âœ¨,50 sem,111,0,Responder
113,robbie.co.za,@tessabooyens â¤ï¸ğŸ”¥ğŸ”¥ğŸ˜‚ğŸ˜‚ğŸ˜,50 sem,-1,-1,Responder
114,tessabooyens,@robbbie__p ğŸ™„ğŸ™„ğŸ™„ I lowkey love this â¤ï¸,50 sem,113,0,Responder
115,thompson_g88,Not as fast as a tycan,50 sem,-1,-1,Responder
116,angelvivaldiofficial,Verificado,49 sem,-1,-1,1 Me gusta
117,cermudezbonnie,@angelvivaldiofficial it us â¤ï¸,49 sem,116,0,1 Me gusta
118,g_gregluis,ğŸ”¥,48 sem,-1,-1,Responder
119,nathan.kessinger,@rihabsobh,48 sem,-1,-1,Responder
120,eriikjung,@victoriously13,47 sem,-1,-1,1 Me gusta
121,marcelzerbini,@ra.fa.z,46 sem,-1,-1,Responder
122,gabriella_sadler,@gokarolina,59 sem,-1,-1,1 Me gusta
123,gokarolina,@gabriella_mammana Ã© o modelo do seu noivo?,59 sem,122,0,1 Me gusta
124,santiagocedill0,@gabriella_mammana prueba,52 sem,122,1,Responder
125,jigaar,@tani_,59 sem,-1,-1,1 Me gusta
126,tani_,@jigaar LMAAAO ğŸ‘€ğŸ‘€ğŸ˜‚,59 sem,125,0,Responder
127,santiagocedill0,@tani_ prueba respuesta,52 sem,125,1,1 Me gusta
128,daniel.dvh,@olga_sophie_b ğŸ˜œ,59 sem,-1,-1,Responder
129,olga_sophie_b,@daniel.dvh wel waar ja ğŸ˜±,59 sem,128,0,Responder
130,martinsmida,Haha ğŸ˜†,57 sem,-1,-1,Responder
131,carofortunaok,ğŸ”¥ğŸ‘ğŸ½,57 sem,-1,-1,Responder
132,thnkcreatively,@iamcardib,57 sem,-1,-1,2 Me gusta
133,madeupofexperiences_,Ik thatâ€™s not cardi in the background,56 sem,-1,-1,1 Me gusta
134,soloveomemes12,"This happened to me in Boston, I did a drive test haha",56 sem,-1,-1,1 Me gusta
135,mustafaa_tiry,@gadija_tiry,56 sem,-1,-1,Responder
136,ebrulette,@gokcekorpeoglu yeyyyy ğŸ˜ğŸ‘ğŸ»,54 sem,-1,-1,1 Me gusta
137,nass_ay,@s_chabs6 câ€™est pour quand ?ğŸ˜‚ğŸ˜‚ğŸ˜‚â¤ï¸,53 sem,-1,-1,Responder
138,santiagocedill0,prueba sola,52 sem,-1,-1,Responder
139,santiagocedill0,@santiagocedill0 respuesta,52 sem,138,0,Responder
140,santiagocedill0,@santiagocedill0 respuesta 2,52 sem,138,1,Responder
141,_zrobenz,forehead,62 sem,-1,-1,Responder
142,holyt0ria,@la.mikiii,61 sem,-1,-1,1 Me gusta
143,slyzerxlive,@abigailmo123love,61 sem,-1,-1,Responder
144,abigailmo123love,@slyzerxlive ğŸ¤£ğŸ¤£ğŸ¤£,61 sem,143,0,Responder
145,filiprocksen,@svenpunktcom,61 sem,-1,-1,Responder
146,svenpunktcom,@filiprocksen :D,61 sem,145,0,Responder
147,filiprocksen,@reneedepaulaa,61 sem,-1,-1,Responder
148,alifalah.am,@free6630,61 sem,-1,-1,Responder
149,just_so_you_kmow_umm,ğŸ’•ğŸ’•ğŸ˜…,61 sem,-1,-1,Responder
150,julia.oravitz,@jcoravitz,60 sem,-1,-1,Responder
151,julia.oravitz,@lococodamato ğŸ˜‚,60 sem,-1,-1,Responder
152,lococodamato,@julia.oravitz the besssst! Punch it!,60 sem,151,0,1 Me gusta
153,zoom_m3p,@xochibabyx3,60 sem,-1,-1,1 Me gusta
154,xochibabyx3,@zoom_m3p ğŸ˜‚,60 sem,153,0,Responder
155,majorantzsolt,ğŸ‘ğŸ‘ğŸ‘,60 sem,-1,-1,Responder
156,ash.pat.88,@nath_frank_mack,59 sem,-1,-1,1 Me gusta
157,bigstang,@harrysandersseo haha those feels,59 sem,-1,-1,Responder
158,marwanvibes,@andrewgoot I think he hates me for it tbh,66 sem,-1,-1,Responder
159,andrewgoot,@marwanthephidelt HAHAHA ğŸ˜’,66 sem,158,0,1 Me gusta
160,petertriminator,@mrs_kat_pearce remember doing this?,65 sem,-1,-1,1 Me gusta
161,mrs_kat_pearce,@petertriminator ğŸ˜‚ The Tesla was hilarious haha ğŸ‘ŒI swear you dented my head with my phone when you hit ludicrous + ğŸ˜‚,65 sem,160,0,Responder
162,infinitegodtv,What is he doing to her?,65 sem,-1,-1,1 Me gusta
163,icy_hennessey,@footballbaztv,65 sem,-1,-1,1 Me gusta
164,footballbaztv,@icy_hennessey ğŸ˜•ğŸ‘,65 sem,163,0,1 Me gusta
165,paulthepilot3,@lupita_briganti @missvera.ig @notcolin938,64 sem,-1,-1,2 Me gusta
166,missvera.ig,@paulthepilot3 ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£ğŸ¤£,64 sem,165,0,Responder
167,purple_xenie,pharaka kiwa,64 sem,-1,-1,Responder
168,jimmyjamoco,Those induction motors have a lot of torque,64 sem,-1,-1,Responder
169,lshookz,@alaxwoody us today ğŸ˜‚,64 sem,-1,-1,Responder
170,chewy__huang,@lowkeysavvvvv,64 sem,-1,-1,1 Me gusta
171,savannah.smith09,@xuewei__huang this is definitely meğŸ¤£ ( forever),64 sem,170,0,1 Me gusta
172,sanjog_chhabra,teslağŸ‡®ğŸ‡³ğŸ‡®ğŸ‡³ who wants hit likeğŸ™‚,63 sem,-1,-1,2 Me gusta
173,iam_vinayvs,@sanjog_chhabra A Lot's of PEOPLE... ğŸ‘‘,62 sem,172,0,1 Me gusta
174,alldadstalk,@allmumstalk ğŸ˜…,63 sem,-1,-1,Responder
175,cmadrazom,@sofivallejo,71 sem,-1,-1,Responder
176,sofivallejo,@cmadrazom hahahaha la cabeza,71 sem,175,0,Responder
177,ali_bokhamseen,@a_abdulmutaleb @ashraf687,71 sem,-1,-1,2 Me gusta
178,sahilsalright,Is it me or he looks like Aldrich killian,70 sem,-1,-1,1 Me gusta
179,millenniumriver,Crazy fast acceleration cannot get old.,70 sem,-1,-1,1 Me gusta
180,nkryptdlife,Im done. ğŸ”¥ so is she,69 sem,-1,-1,Responder
181,i.a.m_jordan,Instant take offğŸš€âœ¨,68 sem,-1,-1,Responder
182,thejasminedavis,I can't wait to get one,67 sem,-1,-1,Responder
183,investment_711,Pure ecstacy! He just sealed the date.ğŸ”¥ğŸ”¥ğŸ”¥,67 sem,-1,-1,Responder
184,the_freem_team,Awwww... That looks like me and wifey type of love lol follow the Team for AUTHENTIC Videos ğŸ§¡ğŸ™ŒğŸ¼,67 sem,-1,-1,Responder
185,the_freem_team,@teslamotors,67 sem,-1,-1,Responder
186,the.only.patel,@alishap15,67 sem,-1,-1,1 Me gusta
187,alishap15,@the.only.patel hahaha I squirm way more ğŸ˜‚ğŸ˜‚,67 sem,186,0,Responder
188,sheyda_star,ğŸ˜‚,67 sem,-1,-1,Responder
189,parth_xv,Thanks to all the engineers working behind @teslamotors.,66 sem,-1,-1,Responder
190,mn.sang,@_mchelle.v,80 sem,-1,-1,1 Me gusta
191,mchllv_,@mnsang_ lmao those were my same reaction ! Plus the reaching for something to grab on the roof yet there was nothing ğŸ˜…,80 sem,190,0,1 Me gusta
192,mn.sang,@_mchelle.v thatâ€™s why I thought of you after watching this LOL,80 sem,190,1,1 Me gusta
193,yoskayt,@adrii._.01,79 sem,-1,-1,2 Me gusta
194,adriicass.01,@yoskayt esto se llama rompenucasğŸ˜‚ğŸ˜‚ğŸ˜‚â¤,79 sem,193,0,1 Me gusta
195,yoskayt,@adrii._.01 tal cual ğŸ˜‚ğŸ˜‚,79 sem,193,1,1 Me gusta
196,elyod3,Hahaha!! Love it!,79 sem,-1,-1,Responder
197,conectsteel,Top,78 sem,-1,-1,Responder
198,_sayravanessa,@chrischaidez123 youuuu.,77 sem,-1,-1,Responder
199,benko66992,@wisko5 ğŸ˜‚,76 sem,-1,-1,Responder
200,wisko5,@benko66992 ğŸ˜‚,75 sem,199,0,Responder
201,coderreg,@veronikahfx,76 sem,-1,-1,Responder
202,jessicabezak,This was you today ğŸ˜‚ğŸ˜‚ @amanda_bezak,75 sem,-1,-1,2 Me gusta
203,thevincenzolandino,@schmittastic ğŸ˜‚,75 sem,-1,-1,1 Me gusta
204,moregonevans,"@karen.a.va see, youâ€™re supposed to laugh ğŸ˜‰ğŸ˜˜â¤ï¸",71 sem,-1,-1,1 Me gusta
205,hoonyshinn,@dskang89,85 sem,-1,-1,Responder
206,zelmagutierrezgonzales,@marcelvanoasla,84 sem,-1,-1,1 Me gusta
207,tweej101,@samsammysambo,83 sem,-1,-1,1 Me gusta
208,samholmes23,@tweej101 oh hello,83 sem,207,0,1 Me gusta
209,tweej101,@samsammysambo this is me every time you do this! ğŸ˜‚,83 sem,207,1,1 Me gusta
210,ffernando7777,@bigdaddyvictoria,83 sem,-1,-1,1 Me gusta
211,ffernando7777,@polo.dlm,83 sem,-1,-1,1 Me gusta
212,polo.dlm,@ffernando7777 ğŸ˜‚ğŸ˜‚ğŸ˜‚,83 sem,211,0,1 Me gusta
213,halfbakedpinoy,My wife has the same reaction.. ğŸ¤£ğŸ˜‚ğŸ˜†ğŸŒğŸŒ‹,83 sem,-1,-1,4 Me gusta
214,andrew_rios_,@scottbrackenn,82 sem,-1,-1,Responder
215,scottbrackenn,@andrew_rios_ Lmaoo literally never gets old,82 sem,214,0,1 Me gusta
216,jay.liptak,What speed made her top come undone?,82 sem,-1,-1,5 Me gusta
217,j_o_e_y_s_,Thatâ€™s too cuteâ¤ï¸,82 sem,-1,-1,Responder
218,jvh13m,@christinehiidalgo,81 sem,-1,-1,1 Me gusta
219,tnymoen,@kristinmathisen ğŸ˜,81 sem,-1,-1,Responder
220,kaimanalii,This is us. ğŸ˜‚ @drewskee808,81 sem,-1,-1,1 Me gusta
221,zoe.yager,@tracy.yager,80 sem,-1,-1,1 Me gusta
222,tracy.yager,@zoe.yager TOTALLY! â¤ï¸,80 sem,221,0,Responder
223,valeriasancha,@martim.m em pasa aixo amb tu y e bmw tiooo jajajaj,89 sem,-1,-1,1 Me gusta
224,martim.m,@valeriasancha ğŸ˜‚ğŸ˜‚ğŸ˜‚,89 sem,223,0,1 Me gusta
225,taheri.hasan71,@mo.ali.tahery,89 sem,-1,-1,Responder
226,danoleye,Ahahah that queer screams trust fund baby in his gay salmon v,89 sem,-1,-1,5 Me gusta
227,juan_tep_58,@marielita_aam cuando sientes la velocidad en tu pancita jajaja,89 sem,-1,-1,Responder
228,marielita_aam,@juan_tep_58 ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ justo asÃ­ me reÃ­ y esa era mi cara ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚,89 sem,227,0,1 Me gusta
229,jhosted,ğŸ‘ŒğŸ½ğŸ‘ˆğŸ½ ğŸ”,88 sem,-1,-1,Responder
230,albertlee_,@funasaki.teron @cobilee25,88 sem,-1,-1,2 Me gusta
231,mechani.cal,@jessswan ğŸ˜‚,88 sem,-1,-1,1 Me gusta
232,ricardocross,@kristinev.gallegos ğŸ˜˜ğŸ˜˜ğŸ˜˜,88 sem,-1,-1,Responder
233,felipemorales90,@jamferco,87 sem,-1,-1,Responder
234,benjaminrl_,ğŸ‘ŒğŸ‘Œ,87 sem,-1,-1,Responder
235,tarims,@jamesshim87,87 sem,-1,-1,Responder
236,sabashojai111,@jwadope,85 sem,-1,-1,Responder
237,prattcyrus,Fake!!!,90 sem,-1,-1,Responder
238,gypsytnt,@joe.last.insta,90 sem,-1,-1,Responder
239,grigzyy,@courtneyy95,90 sem,-1,-1,1 Me gusta
240,spewnewt,@lindze.quillen,90 sem,-1,-1,Responder
241,shanonscully,@trentankruger when did you get a Tesla? Lol,90 sem,-1,-1,2 Me gusta
242,trentanofficial,@shanonscully haha dude that side profile is uncanny! Iâ€™ve always wondered what shorter hair would look like on me tho. I like it.,90 sem,241,0,Responder
243,atl.mumu,@sincerely.niaa,90 sem,-1,-1,1 Me gusta
244,general_parking_spot,U should get her in a Dodge demon,90 sem,-1,-1,6 Me gusta
245,stevehearst,@loreehearst â¤ï¸ğŸ‘,90 sem,-1,-1,Responder
246,bavinport,Gay af,90 sem,-1,-1,2 Me gusta
247,ottobismar1,"2029 : mom, why did people in 2019 often shocked by this normal acceleration?",90 sem,-1,-1,4 Me gusta
248,revcates,Nice @garrettleight Kinneys!,90 sem,-1,-1,Responder
249,tariqkhans,Posts like this just make Teslaâ€™s seem gay AF !,90 sem,-1,-1,2 Me gusta
250,_grferreira,"This car isn't scary!! Throw this women in a Lamborghini and ler her listen to the beautiful v12 singing or inside a Demon so she can hear the roar of a V8 mixed with the whine of a powerful supercharger and if you want to go crazier throw her inside a 1000hp supra and let her enjoy the ""sstustustutututu"".",90 sem,-1,-1,10 Me gusta
251,taylorjones7726,@cabo4real_97 Lamborghini is better than a Tesla,75 sem,250,0,1 Me gusta
252,taylorjones7726,@fearthespear__ so u are saying the Tesla is faster then a Lamborghini sure ğŸ¤¦ğŸ¼â€â™‚ï¸,75 sem,250,1,1 Me gusta
253,thatonesagittariusboi,@farizxify,90 sem,-1,-1,Responder
254,dreamtoys_g,ğŸ¥±,90 sem,-1,-1,Responder
255,_yo_pauly_,Sheâ€™s faking it...stay woke ğŸ˜³,90 sem,-1,-1,6 Me gusta
256,ras.berries_,@_yo_pauly_ bruh it literally feels like a roller coaster.. get yo bread up,90 sem,255,0,5 Me gusta
257,bigolbear,@_yo_pauly_ thought that expression looked familiar..almost caught sleepin..ğŸ˜,90 sem,255,1,1 Me gusta
258,art_yervin,Ğ¨ĞºÑƒÑ€Ğ° Ğ¿Ğ¾Ñ‚ĞµĞºĞ»Ğ°,90 sem,-1,-1,Responder
259,samueleestrada,@_gabriel_estrada,90 sem,-1,-1,1 Me gusta
260,juliangutierrez5,I'll buy one if it gets her ğŸ’¦ğŸ’¦,90 sem,-1,-1,7 Me gusta
261,eivindrs,@ingerbknudsen,90 sem,-1,-1,1 Me gusta
262,lysxvo,@lysxvo myself,90 sem,-1,-1,2 Me gusta
263,ashketchumponchu,???,90 sem,-1,-1,2 Me gusta
264,jakob.leander,Try it on a German highway,90 sem,-1,-1,5 Me gusta
265,jayboihd210.tv,Lol,90 sem,-1,-1,1 Me gusta
266,houlegraversen,@trine_oxholm,90 sem,-1,-1,1 Me gusta
